颅顶点 x,颅顶点 y,颅顶点 z,第七颈椎 x,第七颈椎 y,第七颈椎 z,胸骨下点 x,胸骨下点 y,胸骨下点 z,脐点 x,脐点 y,脐点 z,耻骨 x,耻骨 y,耻骨 z,左肩峰 x,左肩峰 y,左肩峰 z,左肘 x,左肘 y,左肘 z,左腕 x,左腕 y,左腕 z,左中指尖 x,左中指尖 y,左中指尖 z,左髋 x,左髋 y,左髋 z,左膝 x,左膝 y,左膝 z,左踝 x,左踝 y,左踝 z,左足跟 x,左足跟 y,左足跟 z,左趾尖 x,左趾尖 y,左趾尖 z,右肩峰 x,右肩峰 y,右肩峰 z,右肘 x,右肘 y,右肘 z,右腕 x,右腕 y,右腕 z,右中指尖 x,右中指尖 y,右中指尖 z,右髋 x,右髋 y,右髋 z,右膝 x,右膝 y,右膝 z,右踝 x,右踝 y,右踝 z,右足跟 x,右足跟 y,右足跟 z,右趾尖 x,右趾尖 y,右趾尖 z,重心 x,重心 y,重心 z,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116.6,1183.2,274.2,3074.2,1144.1,68.1,2823.6,978.1,-125.1,2796.8,930.9,-132.4,2851.5,995.7,-161.7,0,0,0,0,0,0,0,0,0,0,0,0,3170.6,1111.2,284.5,3163.1,1145.0,91.5,3125.7,1118.0,-85.2,3066.6,1102.3,-106.9,3196.7,1191.5,-95.5,-412.1,-156.4,-86.8,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3118.1,1184.0,272.9,3078.3,1147.9,68.5,2835.8,985.6,-122.8,2811.4,943.9,-128.1,2857.8,1000.2,-162.4,0,0,0,0,0,0,0,0,0,0,0,0,3175.2,1114.5,283.6,3165.3,1146.8,91.9,3126.0,1118.2,-85.0,3066.7,1102.3,-106.6,3197.2,1191.3,-94.5,-412.0,-156.4,-86.4,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3119.8,1184.9,271.7,3083.0,1152.0,69.1,2848.0,993.3,-120.5,2825.1,956.3,-124.4,2864.5,1005.2,-162.9,0,0,0,0,0,0,0,0,0,0,0,0,3179.9,1117.9,282.8,3167.6,1148.7,92.2,3126.4,1118.5,-84.8,3066.8,1102.3,-106.3,3197.7,1191.0,-93.5,-411.9,-156.4,-85.9,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121.9,1185.8,270.5,3088.5,1156.4,70.0,2859.8,1001.2,-118.3,2837.2,967.4,-121.5,2871.9,1010.8,-163.1,0,0,0,0,0,0,0,0,0,0,0,0,3184.8,1121.6,282.4,3170.0,1150.7,92.4,3127.0,1119.0,-84.5,3067.0,1102.1,-106.2,3198.2,1190.7,-92.5,-412.0,-156.4,-85.6,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124.4,1186.9,269.5,3095.1,1161.3,71.2,2871.2,1009.1,-116.3,2847.2,977.0,-119.8,2880.0,1017.4,-163.2,0,0,0,0,0,0,0,0,0,0,0,0,3190.1,1125.5,282.2,3172.6,1152.7,92.6,3128.0,1119.8,-84.1,3067.2,1101.9,-106.4,3198.6,1190.5,-91.7,-412.3,-156.5,-85.3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3127.4,1188.0,268.9,3102.7,1166.6,72.7,2881.9,1016.7,-114.6,2855.3,984.8,-119.3,2889.0,1025.0,-163.3,0,0,0,0,0,0,0,0,0,0,0,0,3195.6,1129.6,282.3,3175.2,1154.8,93.0,3129.3,1120.9,-83.7,3067.4,1101.7,-106.7,3198.9,1190.3,-91.1,-412.6,-156.6,-85.2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130.9,1189.5,268.6,3111.3,1172.4,74.5,2891.8,1023.9,-113.5,2862.0,991.1,-119.7,2898.7,1033.4,-163.2,0,0,0,0,0,0,0,0,0,0,0,0,3201.6,1134.1,282.7,3177.6,1156.9,93.5,3130.7,1122.1,-83.2,3067.6,1101.4,-107.1,3199.1,1190.2,-90.8,-413.2,-156.9,-85.2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3134.7,1191.3,268.6,3120.6,1178.9,76.7,2901.3,1030.7,-112.8,2867.9,996.5,-120.6,2909.1,1042.6,-162.9,0,0,0,0,0,0,0,0,0,0,0,0,3208.2,1139.1,283.2,3179.9,1158.7,94.0,3131.9,1123.2,-82.8,3067.7,1101.2,-107.5,3199.2,1190.2,-90.6,-413.9,-157.3,-85.3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139.1,1193.7,268.8,3130.5,1185.8,79.2,2910.4,1037.5,-112.6,2873.8,1001.6,-121.6,2920.1,1052.2,-162.2,0,0,0,0,0,0,0,0,0,0,0,0,3215.6,1144.7,283.8,3181.8,1160.4,94.5,3132.9,1124.0,-82.4,3067.8,1101.1,-107.8,3199.2,1190.1,-90.5,-414.8,-157.8,-85.4,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3143.9,1196.7,269.4,3140.5,1193.2,81.9,2919.5,1044.3,-112.7,2880.2,1007.0,-122.4,2931.5,1061.9,-161.0,0,0,0,0,0,0,0,0,0,0,0,0,3223.4,1150.7,284.4,3183.4,1161.7,94.9,3133.6,1124.6,-82.2,3067.9,1101.0,-108.0,3199.2,1190.1,-90.5,-415.8,-158.5,-85.6,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3149.1,1200.3,270.2,3150.1,1200.6,84.6,2929.1,1051.7,-112.9,2887.6,1012.9,-122.9,2943.0,1071.5,-159.4,0,0,0,0,0,0,0,0,0,0,0,0,3231.0,1156.6,285.0,3184.8,1162.7,95.2,3133.9,1124.9,-82.1,3067.9,1101.0,-108.1,3199.3,1190.1,-90.6,-416.8,-159.2,-85.9,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3154.4,1204.4,271.1,3159.1,1207.6,87.2,2939.4,1059.7,-112.9,2896.1,1019.6,-123.0,2954.4,1080.7,-157.5,0,0,0,0,0,0,0,0,0,0,0,0,3237.8,1162.0,285.7,3186.0,1163.6,95.3,3134.0,1125.0,-82.1,3067.9,1101.0,-108.1,3199.3,1190.0,-90.7,-417.7,-159.9,-86.1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3159.6,1208.6,272.1,3167.2,1214.1,89.8,2950.8,1068.7,-112.5,2905.6,1026.9,-122.8,2965.6,1089.5,-155.4,0,0,0,0,0,0,0,0,0,0,0,0,3243.6,1166.7,286.7,3187.2,1164.4,95.1,3133.9,1124.9,-82.2,3067.9,1101.0,-108.1,3199.3,1190.0,-90.8,-418.3,-160.4,-86.3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164.7,1213.0,273.3,3174.8,1220.2,92.3,2963.7,1078.6,-111.2,2915.9,1034.8,-122.4,2976.7,1097.9,-153.3,0,0,0,0,0,0,0,0,0,0,0,0,3248.4,1170.8,287.9,3188.5,1165.2,94.8,3133.6,1124.7,-82.3,3067.9,1101.0,-108.1,3199.3,1190.0,-90.8,-418.8,-160.8,-86.6,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169.9,1217.4,274.5,3182.4,1226.4,95.0,2978.1,1089.5,-109.1,2927.0,1043.1,-122.0,2987.8,1106.1,-151.1,0,0,0,0,0,0,0,0,0,0,0,0,3252.5,1174.5,289.5,3189.9,1166.2,94.3,3133.2,1124.3,-82.4,3067.9,1101.0,-108.1,3199.2,1190.1,-90.8,-419.0,-161.2,-86.8,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3175.6,1222.2,275.9,3190.2,1232.7,97.7,2993.6,1101.4,-106.1,2938.6,1051.9,-121.5,2998.9,1114.1,-148.8,0,0,0,0,0,0,0,0,0,0,0,0,3256.2,1177.8,291.2,3191.4,1167.2,93.9,3132.7,1123.9,-82.6,3067.8,1101.0,-108.1,3199.0,1190.3,-90.7,-419.3,-161.5,-87.1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3181.8,1227.4,277.5,3198.4,1239.2,100.6,3009.7,1113.7,-102.2,2950.7,1061.0,-120.8,3010.0,1121.9,-146.6,0,0,0,0,0,0,0,0,0,0,0,0,3259.8,1181.2,292.8,3192.7,1168.3,93.5,3132.2,1123.5,-82.8,3067.8,1101.0,-108.1,3198.6,1190.6,-90.5,-419.5,-161.8,-87.3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188.7,1232.9,279.3,3206.7,1245.7,103.5,3026.0,1126.4,-97.7,2963.1,1070.7,-119.7,3020.7,1129.4,-144.5,0,0,0,0,0,0,0,0,0,0,0,0,3263.7,1184.7,294.3,3193.9,1169.2,93.4,3131.7,1123.1,-83.0,3067.8,1101.0,-108.0,3198.0,1191.2,-90.1,-419.9,-162.2,-87.4,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195.8,1238.6,281.1,3214.9,1252.1,106.3,3042.1,1138.9,-92.6,2976.1,1080.9,-118.3,3030.8,1136.6,-142.5,0,0,0,0,0,0,0,0,0,0,0,0,3268.2,1188.6,295.8,3194.9,1170.0,93.4,3131.4,1122.8,-83.1,3067.8,1101.0,-108.0,3197.2,1192.0,-89.7,-420.3,-162.6,-87.6,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202.7,1244.1,283.0,3222.5,1257.9,109.0,3057.3,1151.0,-87.3,2989.6,1091.8,-116.3,3040.5,1143.6,-140.5,0,0,0,0,0,0,0,0,0,0,0,0,3273.2,1192.9,297.3,3195.7,1170.5,93.7,3131.1,1122.6,-83.2,3067.8,1101.0,-108.0,3196.2,1193.0,-89.1,-420.9,-163.0,-87.7,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208.7,1248.9,284.6,3229.2,1263.1,111.4,3070.9,1161.8,-82.4,3003.7,1103.3,-114.0,3050.0,1150.8,-138.5,0,0,0,0,0,0,0,0,0,0,0,0,3278.5,1197.4,298.7,3196.1,1170.8,94.0,3131.0,1122.4,-83.2,3067.8,1101.0,-108.0,3195.3,1193.9,-88.5,-421.3,-163.4,-87.8,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3213.5,1252.7,285.9,3234.9,1267.5,113.4,3082.0,1170.8,-78.3,3018.2,1115.1,-111.3,3060.1,1158.4,-136.3,0,0,0,0,0,0,0,0,0,0,0,0,3283.8,1201.9,300.0,3196.1,1170.7,94.3,3131.0,1122.4,-83.2,3067.8,1101.0,-108.0,3194.6,1194.6,-88.3,-421.7,-163.7,-87.9,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3216.8,1255.5,286.8,3239.7,1271.2,115.2,3090.7,1177.8,-75.2,3032.9,1127.1,-108.5,3071.3,1166.9,-133.9,0,0,0,0,0,0,0,0,0,0,0,0,3288.5,1205.9,301.1,3195.8,1170.4,94.5,3131.0,1122.4,-83.2,3067.8,1101.0,-108.0,3194.1,1195.0,-88.4,-422.0,-163.9,-88.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219.0,1257.5,287.4,3244.0,1274.6,116.8,3097.5,1183.4,-72.9,3047.7,1138.9,-106.0,3084.5,1176.7,-131.2,0,0,0,0,0,0,0,0,0,0,0,0,3292.3,1209.1,301.9,3195.6,1170.1,94.6,3131.0,1122.4,-83.2,3067.8,1101.0,-108.0,3194.0,1195.0,-88.9,-422.0,-164.0,-88.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3220.3,1258.8,287.8,3248.2,1277.9,118.4,3103.5,1188.0,-71.4,3061.8,1150.1,-104.0,3100.0,1188.2,-128.2,0,0,0,0,0,0,0,0,0,0,0,0,3295.1,1211.6,302.4,3195.5,1170.0,94.9,3131.1,1122.4,-83.2,3067.8,1101.0,-108.0,3194.3,1194.6,-89.6,-421.9,-164.0,-88.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3221.2,1259.9,287.9,3252.7,1281.5,120.0,3109.5,1192.4,-70.5,3074.3,1160.0,-103.0,3117.8,1201.4,-125.0,0,0,0,0,0,0,0,0,0,0,0,0,3297.2,1213.3,302.6,3195.9,1170.3,95.2,3131.1,1122.4,-83.1,3067.8,1101.0,-108.0,3194.7,1194.1,-90.5,-421.6,-163.9,-88.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3222.0,1260.9,288.0,3257.8,1285.5,121.8,3116.3,1197.1,-70.0,3085.0,1168.8,-103.0,3137.5,1216.1,-121.2,0,0,0,0,0,0,0,0,0,0,0,0,3298.7,1214.7,302.8,3196.8,1171.0,95.7,3131.1,1122.5,-83.2,3067.8,1101.0,-108.1,3195.4,1193.4,-91.4,-421.2,-163.7,-88.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223.4,1262.2,288.1,3263.6,1290.0,123.8,3124.3,1202.5,-69.7,3094.1,1176.6,-104.0,3158.1,1231.6,-117.1,0,0,0,0,0,0,0,0,0,0,0,0,3299.9,1215.8,303.0,3198.5,1172.2,96.4,3131.0,1122.6,-83.2,3067.8,1101.0,-108.1,3196.1,1192.6,-92.4,-420.9,-163.5,-88.1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3225.7,1264.1,288.3,3269.7,1294.8,126.0,3133.8,1209.0,-69.5,3102.6,1184.1,-105.4,3178.4,1247.1,-112.7,0,0,0,0,0,0,0,0,0,0,0,0,3301.1,1216.8,303.2,3200.8,1173.9,97.1,3130.7,1122.8,-83.3,3067.8,1101.0,-108.1,3196.8,1191.8,-93.3,-420.6,-163.4,-88.2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229.3,1266.8,288.6,3276.0,1299.8,128.2,3144.9,1217.1,-69.0,3111.6,1191.8,-106.8,3197.7,1262.1,-108.5,0,0,0,0,0,0,0,0,0,0,0,0,3302.5,1217.9,303.6,3203.6,1175.9,97.7,3130.4,1123.0,-83.5,3067.8,1101.1,-108.1,3197.4,1191.2,-93.9,-420.5,-163.2,-88.3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3234.2,1270.5,289.0,3282.2,1304.7,130.4,3157.4,1226.7,-68.1,3121.8,1200.4,-107.6,3215.5,1276.0,-104.6,0,0,0,0,0,0,0,0,0,0,0,0,3304.1,1219.3,304.1,3206.8,1178.2,98.1,3130.0,1123.4,-83.8,3067.8,1101.1,-108.1,3197.9,1190.7,-94.2,-420.5,-163.2,-88.4,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240.5,1275.2,289.8,3288.1,1309.3,132.4,3171.0,1237.8,-66.8,3133.8,1210.4,-107.3,3231.6,1288.6,-101.2,0,0,0,0,0,0,0,0,0,0,0,0,3306.0,1220.8,304.6,3210.3,1180.6,98.3,3129.5,1123.7,-84.2,3067.8,1101.1,-108.1,3198.1,1190.4,-94.4,-420.6,-163.2,-88.5,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3247.8,1280.7,290.9,3293.3,1313.4,134.1,3185.1,1249.7,-64.9,3147.7,1221.7,-105.7,3246.4,1300.1,-98.2,0,0,0,0,0,0,0,0,0,0,0,0,3307.8,1222.4,305.1,3214.0,1183.1,98.3,3129.2,1124.0,-84.5,3067.8,1101.1,-108.1,3198.2,1190.3,-94.5,-420.7,-163.2,-88.6,
